1,w,54
2,na,34
3,się,28
4,nie,27
5,z,25
6,i,25
7,że,16
8,a,11
9,to,11
10,jest,11
11,tak,11
12,nas,10
13,szkole,9
14,do,9
15,życia,9
16,jak,8
17,gdy,8
18,szkoły,8
19,o,7
20,czy,7
21,by,7
22,jednak,7
23,jeśli,6
24,bardzo,6
25,społecznych,6
26,naszym,6
27,ma,6
28,może,6
29,dzieci,6
30,będzie,6
31,nawet,6
32,ktoś,5
33,jesteśmy,5
34,spotka,5
35,którzy,5
36,ze,5
37,rodzice,5
38,sobie,5
39,będą,5
40,bardziej,5
41,życie,5
42,być,5
43,od,5
44,tylko,5
45,tej,5
46,sobą,4
47,przez,4
48,tych,4
49,dużo,4
50,tego,4
51,dobrego,4
52,bez,4
53,są,4
54,dla,4
55,który,4
56,innych,4
57,dlaczego,4
58,porozumieć,3
59,społeczeństwo,3
60,tam,3
61,potrafimy,3
62,rozmawiać,3
63,nim,3
64,tym,3
65,co,3
66,świecie,3
67,za,3
68,mu,3
69,można,3
70,coś,3
71,rodziców,3
72,już,3
73,wiele,3
74,ludzi,3
75,niej,3
76,chcemy,3
77,zawsze,3
78,dziecko,3
79,dużym,3
80,przeciwko,3
81,ideał,3
82,takich,3
83,gdzie,3
84,wszystkie,3
85,jeszcze,3
86,jednym,3
87,świata,3
88,ostatecznie,3
89,nasz,3
90,mogą,3
91,dziecka,3
92,mnie,3
93,jego,3
94,chciałby,2
95,doświadczyć,2
96,umiemy,2
97,ciemnym,2
98,zaułku,2
99,jako,2
100,powinien,2
101,dowolnej,2
102,analfabetów,2
103,normalnie,2
104,wraz,2
105,pytanie:,2
106,zaangażowani,2
107,prowadzą,2
108,siebie,2
109,jednej,2
110,u,2
111,bo,2
112,wszystkich,2
113,kółek,2
114,szachowych,2
115,więc,2
116,dziećmi,2
117,zaangażowanie,2
118,podszyte,2
119,lękiem,2
120,sposób,2
121,niezwykle,2
122,czas,2
123,również,2
124,świetny,2
125,społeczny,2
126,uwagę,2
127,nauczycieli,2
128,edukacji,2
129,przecież,2
130,moje,2
131,polega,2
132,dzieje,2
133,dziś,2
134,nasze,2
135,życiu,2
136,naszych,2
137,ideały,2
138,we,2
139,one,2
140,współczesnej,2
141,popkultury,2
142,małych,2
143,między,2
144,rodzicami,2
145,odmienne,2
146,pomysły,2
147,wspólnie,2
148,mieście,2
149,wyraźnie,2
150,sam,2
151,różne,2
152,–,2
153,reguły,2
154,panujące,2
155,udział,2
156,zamknąć,2
157,no,2
158,odgrodzić,2
159,głupich,2
160,dlatego,2
161,ciągle,2
162,kluczowe,2
163,znaczenie,2
164,wielu,2
165,okazuje,2
166,profilu,2
167,które,2
168,przykład,2
169,buszu,2
170,końcu,2
171,nam,2
172,wychować,2
173,postawy,2
174,captain,2
175,fantastic,2
176,oraz,2
177,świetnie,2
178,współczesny,2
179,nigdy,2
180,pępkiem,2
181,ufamy,2
182,dzieciom,2
183,ich,2
184,pójść,1
185,wywiadówkę,1
186,,1
187,zaczął,1
188,rok,1
189,szkolny,1
190,powróciło,1
191,jesteście,1
192,zadowoleni,1
193,pytanie,1
194,wraca,1
195,bumerang,1
196,większości,1
